Quality	#1 ID	#2 ID	#1 String	#2 String
1	3296597	7978668	から へ 変更 し たい	料金 プラン の 変更 は ホームページ で でき ます か
0	3296597	6046233	から へ 変更 し たい	タイプ の 変更 を する 際 は 、 いつ まで 行え ます でしょ う か
1	0110442	3226073	通話 で プラン から ベーシック プラン に 変更 でき ます か	料金 プラン の 変更 は どこ で でき ます か
0	0110442	5033407	通話 で プラン から ベーシック プラン に 変更 でき ます か	お知らせ 設定 は サイト で 確認 でき ます か
1	5781163	3358344	から ベーシック プラン へ 変更 し たい	データ プラン を 変更 し たい
0	5781163	0803609	から ベーシック プラン へ 変更 し たい	本人 確認 書類 を 提出 し たい が 不明
1	7180828	7821719	通話 から データ の 安い プラン へ 変更 し たい です	多い データ 容量 に 変更 でき ます か
0	7180828	1784327	通話 から データ の 安い プラン へ 変更 し たい です	電話 番号 を そのまま で 機種 変更 し たい
1	8771586	3296597	カード の 到着 後 に 、 プラン 変更 を し たら 、 どう なり ます か	から へ 変更 し たい
0	8771586	1203717	カード の 到着 後 に 、 プラン 変更 を し たら 、 どう なり ます か	契約 後 でも 楽天 スーパー ポイント の 支払い 設定 は でき ます か
1	0501751	7639478	メンバーズステーション から データ 容量 は 変更 でき ます か	一番 安い プラン に 変え たい です
0	0501751	9217785	メンバーズステーション から データ 容量 は 変更 でき ます か	再度 、 本人 確認 書類 を アップ ロード し たい
1	4373489	7734250	データ で も プラン から ベーシック プラン に 変更 でき ます か	プラン 変更 は 可能 でしょ う か
0	4373489	9141193	データ で も プラン から ベーシック プラン に 変更 でき ます か	オプション の 解約 を し たい の ん です が 、 メンバーズステーション に 入れ ませ ん
1	7877199	3296597	タイプ の 変更 の 手続き について 詳しく 教え て ください	から へ 変更 し たい
0	7877199	2731258	タイプ の 変更 の 手続き について 詳しく 教え て ください	携帯 が 盗難 さ れ た
1	7635325	5781163	プラン 変更 の 手続き は	から ベーシック プラン へ 変更 し たい
0	7635325	6208215	プラン 変更 の 手続き は	現在 どの 料金 プラン を 利用 中 か ホームページ で 確認 でき ます か
1	9404369	9902777	データ 容量 を 少なく し たい	料金 プラン の 変更 は サイト から でき ます か
0	9404369	6001187	データ 容量 を 少なく し たい	ケータイ を なくし た
1	2881551	3296597	データ 容量 は い つ から 変更 でき ます か	から へ 変更 し たい
0	2881551	2020662	データ 容量 は い つ から 変更 でき ます か	利用 明細 の 確認 方法 を 教え て ください
1	8301915	4373489	データ 容量 は どこ から 変更 でき ます か	データ で も プラン から ベーシック プラン に 変更 でき ます か
0	8301915	7397179	データ 容量 は どこ から 変更 でき ます か	申し込み 種別 の 確認 を し たい
1	6374688	9922024	データ 容量 を 大きく し たい	データ プラン を 変え たい
0	6374688	0620015	データ 容量 を 大きく し たい	データ シェア を 行う 場合 、 端末 の 設定 は 必要 です か
1	0195045	5832106	契約 し て 、 すぐ に 料金 プラン の 変更 は でき ます か	ベーシック プラン から へ 変更 し たい
0	0195045	8642661	契約 し て 、 すぐ に 料金 プラン の 変更 は でき ます か	５ 分 かけ 放題 を 使っ て い ます が 、 かけ 放題 に し たい
1	0952202	3296597	データ 容量 の 変更 に 料金 は かかり ます か	から へ 変更 し たい
0	0952202	6909472	データ 容量 の 変更 に 料金 は かかり ます か	メンバーズステーション に ログイン する ため の パスワード が わかり ませ ん
1	4957849	3358344	プラン 変更 の 仕方 が わから ない です	データ プラン を 変更 し たい
0	4957849	1410645	プラン 変更 の 仕方 が わから ない です	本人 確認 アップ ロード の ファイル 選択 ボタン が 反応 せ ず 、 アップ ロード が でき ませ ん
1	5781163	3296597	から ベーシック プラン へ 変更 し たい	から へ 変更 し たい
0	5781163	7702322	から ベーシック プラン へ 変更 し たい	サイズ 変更 の しかた が 分かり ませ ん
1	8379379	7180828	通話 で も ベーシック プラン から プラン へ 変更 でき ます か	通話 から データ の 安い プラン へ 変更 し たい です
0	8379379	4586633	通話 で も ベーシック プラン から プラン へ 変更 でき ます か	電話 番号 は 変え ない で 機種 変更 し たい
1	9922024	6015098	データ プラン を 変え たい	データ プラン の 変更 は 何 日 まで に 変更 すれ ば いい です か
0	9922024	9808718	データ プラン を 変え たい	申し込み を 終了 し たい
1	4281923	7978668	安い プラン に 変更 し たい です	料金 プラン の 変更 は ホームページ で でき ます か
0	4281923	3376211	安い プラン に 変更 し たい です	今月 加入 し た オプション の 料金 は 、 い つ 確認 が でき ます か
1	6172105	0610086	ベーシック プラン で は なく 、 で 使い たい です 。 どう し たら いい です か	いつ から データ プラン を 変え られ ます か
0	6172105	2859671	ベーシック プラン で は なく 、 で 使い たい です 。 どう し たら いい です か	アップ ロード の ファイル を クリック でき ず 、 アップ ロード が でき ませ ん
1	3296597	9404369	から へ 変更 し たい	データ 容量 を 少なく し たい
0	3296597	0620015	から へ 変更 し たい	データ シェア を 行う 場合 、 端末 の 設定 は 必要 です か
1	2356741	7180828	データ で も ベーシック プラン から プラン へ 変更 でき ます か	通話 から データ の 安い プラン へ 変更 し たい です
0	2356741	4067867	データ で も ベーシック プラン から プラン へ 変更 でき ます か	プラン 変更 が し たい の です が 、 いつ まで でき ます か
1	3726213	3226073	５ ＧＢ に 変更 し たい です	料金 プラン の 変更 は どこ で でき ます か
0	3726213	4691470	５ ＧＢ に 変更 し たい です	本人 確認 書類 を 提出 し たい の です が ログイン を 控える の を 忘れ て しまい リセット する 方法 など は あり ます でしょ う か
1	9175729	2926064	プラン 変更 は どこ で でき ます か	メンバーズステーション で 端末 を 買い 増し は でき ます か
0	9175729	2731258	プラン 変更 は どこ で でき ます か	携帯 が 盗難 さ れ た
1	5929310	6172105	データ プラン は 変え られ ます か	ベーシック プラン で は なく 、 で 使い たい です 。 どう し たら いい です か
0	5929310	5055752	データ プラン は 変え られ ます か	の 種類 を 変更 する 際 に 、 締め日 は ござい ます か
1	9902777	9922024	料金 プラン の 変更 は サイト から でき ます か	データ プラン を 変え たい
0	9902777	7184917	料金 プラン の 変更 は サイト から でき ます か	通信 データ を 買い たい
1	0610086	2446828	いつ から データ プラン を 変え られ ます か	カード が 届い た 後 で 、 プラン 変更 でき ます か
0	0610086	6474565	いつ から データ プラン を 変え られ ます か	どう すれ ば かけ 放題 が 利用 出来 ます か
1	9888360	5781163	から ベーシック プラン に 変更 でき ます か	から ベーシック プラン へ 変更 し たい
0	9888360	0387302	から ベーシック プラン に 変更 でき ます か	お知らせ 設定 は メンバーズステーション の どこ で 確認 でき ます か
1	5781163	3726213	から ベーシック プラン へ 変更 し たい	５ ＧＢ に 変更 し たい です
0	5781163	4876296	から ベーシック プラン へ 変更 し たい	で 保存 さ れ た スマート フォン 画像 は 問題 ない です か
1	3296597	0501751	から へ 変更 し たい	メンバーズステーション から データ 容量 は 変更 でき ます か
0	3296597	5348311	から へ 変更 し たい	お 勧め の 料金 プラン は どれ です か
1	6256563	5988521	データ 容量 は 変更 でき ます か	契約 後 、 料金 プラン の 変更 は でき ます か
0	6256563	3650267	データ 容量 は 変更 でき ます か	メルアド の 変更 方法
1	6118511	5832106	どう すれ ば 、 料金 プラン を 変え られ ます か	ベーシック プラン から へ 変更 し たい
0	6118511	3202829	どう すれ ば 、 料金 プラン を 変え られ ます か	オプション を 申請 し た が 、 ちゃんと 反映 さ れ て いる か 確認 し たい
1	6588523	3296597	データ でも から ベーシック プラン へ 変更 でき ます か	から へ 変更 し たい
0	6588523	3142700	データ でも から ベーシック プラン へ 変更 でき ます か	メルアド 変更 し たい
1	8361178	3358344	データ 容量 の 変更 を 希望 の 場合 は 、 カスタマーセンター へ 連絡 です か	データ プラン を 変更 し たい
0	8361178	4240302	データ 容量 の 変更 を 希望 の 場合 は 、 カスタマーセンター へ 連絡 です か	０ ５ ０ データ （ あり ） に 変更 し たい
1	2810730	7654389	メンバーズステーション で 高速 通信 容量 を 追加 でき ます か	データ プラン は メンバーズステーション で 変更 でき ます か
0	2810730	1385137	メンバーズステーション で 高速 通信 容量 を 追加 でき ます か	データ通信 容量 を 追加 し たい
1	3296597	2881551	から へ 変更 し たい	データ 容量 は い つ から 変更 でき ます か
0	3296597	5603056	から へ 変更 し たい	楽天 モバイル の データ シェア の デメリット は 何 です か
1	4710568	6172105	容量 を 増やす こと は でき ます か	ベーシック プラン で は なく 、 で 使い たい です 。 どう し たら いい です か
0	4710568	7272224	容量 を 増やす こと は でき ます か	現在 登録 し て いる クレジットカード は 、 メンバーズステーション で 確認 でき ます か
1	5832106	2295243	ベーシック プラン から へ 変更 し たい	データ 容量 の 変更 方法 を 教え て ください
0	5832106	7207871	ベーシック プラン から へ 変更 し たい	プラン 変更 取り消し は 、 いつ まで でき ます か
1	4530080	3296597	タイプ の 変更 の 詳細 を 教え て ください	から へ 変更 し たい
0	4530080	0612052	タイプ の 変更 の 詳細 を 教え て ください	お 申し込み 後 に 楽天 ポイント の 支払い 設定 は でき ます か
1	7904874	6256563	メンバーズステーション で 契約 中 の データ プラン を 変更 でき ます か	データ 容量 は 変更 でき ます か
0	7904874	3052925	メンバーズステーション で 契約 中 の データ プラン を 変更 でき ます か	かけ 放題 の 契約 状況 を 確認 し たい
1	5832106	2446828	ベーシック プラン から へ 変更 し たい	カード が 届い た 後 で 、 プラン 変更 でき ます か
0	5832106	5116040	ベーシック プラン から へ 変更 し たい	顔 写真 が 載っ て いる ので 写真 は パスワード 付き で も 問題 ない です か
1	6496320	8379379	タイプ の 変更 は 、 どの よう な 流れ でしょ う か	通話 で も ベーシック プラン から プラン へ 変更 でき ます か
0	6496320	3135199	タイプ の 変更 は 、 どの よう な 流れ でしょ う か	ファイル は 使用 でき ます か
1	0988891	9404369	データ通信 容量 を 変更 し たい の です が 、 可能 でしょ う か	データ 容量 を 少なく し たい
0	0988891	4422496	データ通信 容量 を 変更 し たい の です が 、 可能 でしょ う か	ルータ を 購入 する ので 、 データ （ あり ） から データ （ なし ） に 変更 し たい
1	3296597	5880012	から へ 変更 し たい	料金 プラン を 変更 し たい の です が 、 どう すれ ば いい です か
0	3296597	7489523	から へ 変更 し たい	スーパー ポイント の 支払い 設定 が できる の は お 申し込み 時 だけ です か
1	0463456	7654389	今 契約 し て いる プラン から 違う プラン に 変更 し たい です	データ プラン は メンバーズステーション で 変更 でき ます か
0	0463456	0993507	今 契約 し て いる プラン から 違う プラン に 変更 し たい です	国際 ローミングサービス に 加入 し た か わから ない
1	3296597	6172105	から へ 変更 し たい	ベーシック プラン で は なく 、 で 使い たい です 。 どう し たら いい です か
0	3296597	1369021	から へ 変更 し たい	日本国 パスポート を 撮影 し た の です が 、 アップ ロード でき ませ ん
1	7978668	3296597	料金 プラン の 変更 は ホームページ で でき ます か	から へ 変更 し たい
0	7978668	8000571	料金 プラン の 変更 は ホームページ で でき ます か	スマホ を 盗難 さ れ た
1	3296597	5781163	から へ 変更 し たい	から ベーシック プラン へ 変更 し たい
0	3296597	2160174	から へ 変更 し たい	以前 から 楽天 モバイル 契約 し て い て も かけ 放題 に でき ます か
1	3296597	7877199	から へ 変更 し たい	タイプ の 変更 の 手続き について 詳しく 教え て ください
0	3296597	3706923	から へ 変更 し たい	楽天 でんわ を 利用 し たい ので 、 通話 に 変更 し たい
1	2295243	3296597	データ 容量 の 変更 方法 を 教え て ください	から へ 変更 し たい
0	2295243	3825057	データ 容量 の 変更 方法 を 教え て ください	メンバーズステーション の が わかり ませ ん
1	7821719	9404369	多い データ 容量 に 変更 でき ます か	データ 容量 を 少なく し たい
0	7821719	9227777	多い データ 容量 に 変更 でき ます か	データ 復旧 サービス ・ マカフィー ® マルチ アクセス パック の 契約 状況 を 確認 し たい
1	6737689	2810730	プラン 変更 は どこ から でき ます か	メンバーズステーション で 高速 通信 容量 を 追加 でき ます か
0	6737689	6038356	プラン 変更 は どこ から でき ます か	分 かけ 放題 は どこ から 申し込め ます か
1	3296597	4640904	から へ 変更 し たい	申込み 時 に プラン の 設定 を 間違え まし た 、 開通 し て から 変更 し た ほう が よい の でしょ う か
0	3296597	2780379	から へ 変更 し たい	メンバーズステーション で 会員 情報 を 確認 でき ます か
1	3296597	9175729	から へ 変更 し たい	プラン 変更 は どこ で でき ます か
0	3296597	3695538	から へ 変更 し たい	本人 確認 不備 で 返っ て き まし た
1	1017621	2881551	ギガ 数 が 余っ てる ので 変更 し たい の です が でき ます か	データ 容量 は い つ から 変更 でき ます か
0	1017621	0794559	ギガ 数 が 余っ てる ので 変更 し たい の です が でき ます か	分 かけ 放題 は 、 メンバーズステーション から 申し込め ます か
1	6015098	3296597	データ プラン の 変更 は 何 日 まで に 変更 すれ ば いい です か	から へ 変更 し たい
0	6015098	0446682	データ プラン の 変更 は 何 日 まで に 変更 すれ ば いい です か	だ と アップ ロード が 出来 ませ ん が 、 ブラウザ 変更 で アップ ロード でき たり する の でしょ う か
1	3296597	1532840	から へ 変更 し たい	他 の プラン に 変え たい です
0	3296597	5740571	から へ 変更 し たい	再 提出 時 の 流れ を 知り たい
1	2926064	3296597	メンバーズステーション で 端末 を 買い 増し は でき ます か	から へ 変更 し たい
0	2926064	5902550	メンバーズステーション で 端末 を 買い 増し は でき ます か	補助 書類 の 住民 票 に 不備 が あり ます
1	3358344	5832106	データ プラン を 変更 し たい	ベーシック プラン から へ 変更 し たい
0	3358344	1411016	データ プラン を 変更 し たい	スマホ を 紛失 し まし た 。 電波 は 止め られ ます か
1	3296597	4373489	から へ 変更 し たい	データ で も プラン から ベーシック プラン に 変更 でき ます か
0	3296597	8835847	から へ 変更 し たい	オプション の 解約 は いつ まで に 行え ば いい です か
1	2446828	8379379	カード が 届い た 後 で 、 プラン 変更 でき ます か	通話 で も ベーシック プラン から プラン へ 変更 でき ます か
0	2446828	0775416	カード が 届い た 後 で 、 プラン 変更 でき ます か	楽天 でんわ の 解約 は 、 楽天 でんわ アプリ から する の です か
1	3296597	3226073	から へ 変更 し たい	料金 プラン の 変更 は どこ で でき ます か
0	3296597	8659815	から へ 変更 し たい	家族 以外 の 人 と データ シェア は でき ます か
1	5832106	9922024	ベーシック プラン から へ 変更 し たい	データ プラン を 変え たい
0	5832106	9524073	ベーシック プラン から へ 変更 し たい	情報 の 確認 方法 を 教え て ください
1	0411158	2295243	カード が 届い た 後 で 、 料金 プラン は 変更 できる	データ 容量 の 変更 方法 を 教え て ください
0	0411158	6416301	カード が 届い た 後 で 、 料金 プラン は 変更 できる	から 標準 に 変更 でき ます か
1	7734250	5832106	プラン 変更 は 可能 でしょ う か	ベーシック プラン から へ 変更 し たい
0	7734250	1691505	プラン 変更 は 可能 でしょ う か	オプション に 加入 し たい
1	3296597	2881551	から へ 変更 し たい	データ 容量 は い つ から 変更 でき ます か
0	3296597	3313057	から へ 変更 し たい	カード の 台紙 が なく 、 申し込み 種別 が わかり ませ ん
1	4745225	0988891	お 申し込み 後 に 、 データ 容量 は 変更 でき ます か	データ通信 容量 を 変更 し たい の です が 、 可能 でしょ う か
0	4745225	1089066	お 申し込み 後 に 、 データ 容量 は 変更 でき ます か	サイズ 変更 は 、 ウェブ で 手続き でき ます か
1	3296597	3226073	から へ 変更 し たい	料金 プラン の 変更 は どこ で でき ます か
0	3296597	1783761	から へ 変更 し たい	アドレス の 変更 方法 が 分から ない
1	3296597	5832106	から へ 変更 し たい	ベーシック プラン から へ 変更 し たい
0	3296597	6350495	から へ 変更 し たい	検索 を 終了 する
1	5832106	7734250	ベーシック プラン から へ 変更 し たい	プラン 変更 は 可能 でしょ う か
0	5832106	5468309	ベーシック プラン から へ 変更 し たい	電話 番号 は 引き継い で 機種 変 し たい
1	3296597	3358344	から へ 変更 し たい	データ プラン を 変更 し たい
0	3296597	5922865	から へ 変更 し たい	料金 明細 の 場所 が 分かり ませ ん 。 どこ で 見 たら よい でしょ う か
1	5988521	7635325	契約 後 、 料金 プラン の 変更 は でき ます か	プラン 変更 の 手続き は
0	5988521	8752574	契約 後 、 料金 プラン の 変更 は でき ます か	現在 ベーシック プラン データ （ なし ） を 契約 中 です 。 通話 に 変更 を し たい 場合 、 手続 方法 を 教え て ください
1	5880012	9175729	料金 プラン を 変更 し たい の です が 、 どう すれ ば いい です か	プラン 変更 は どこ で でき ます か
0	5880012	9375338	料金 プラン を 変更 し たい の です が 、 どう すれ ば いい です か	楽天 メール の パスワード を 変更
1	8113927	3296597	少ない データ 容量 に 変更 でき ます か	から へ 変更 し たい
0	8113927	7508659	少ない データ 容量 に 変更 でき ます か	データ から 通話 に 変更 する と 、 楽天 でんわ を 利用 でき ます か
1	7477526	3296597	いつ から データ 容量 の 変更 が でき ます か	から へ 変更 し たい
0	7477526	7668014	いつ から データ 容量 の 変更 が でき ます か	先月 の 利用 料金 と 比較 が し たい 。 い つ から 確認 でき ます か
1	1532840	7635325	他 の プラン に 変え たい です	プラン 変更 の 手続き は
0	1532840	7071398	他 の プラン に 変え たい です	オプション の 解約 で 違約 金 は かかり ます か
1	3226073	2810730	料金 プラン の 変更 は どこ で でき ます か	メンバーズステーション で 高速 通信 容量 を 追加 でき ます か
0	3226073	7487634	料金 プラン の 変更 は どこ で でき ます か	保護 付き ファイル を アップ ロード し て も 問題 ない です か
1	7639478	7654389	一番 安い プラン に 変え たい です	データ プラン は メンバーズステーション で 変更 でき ます か
0	7639478	6449488	一番 安い プラン に 変え たい です	ｊｐｇ ファイル は 使用 でき ます か
1	4640904	2881551	申込み 時 に プラン の 設定 を 間違え まし た 、 開通 し て から 変更 し た ほう が よい の でしょ う か	データ 容量 は い つ から 変更 でき ます か
0	4640904	6153611	申込み 時 に プラン の 設定 を 間違え まし た 、 開通 し て から 変更 し た ほう が よい の でしょ う か	フィルター マルチ デバイス の 契約 状況 を 確認 し たい
1	7654389	8379379	データ プラン は メンバーズステーション で 変更 でき ます か	通話 で も ベーシック プラン から プラン へ 変更 でき ます か
0	7654389	8924967	データ プラン は メンバーズステーション で 変更 でき ます か	国際 ローミング の 契約 状況 を 確認 し たい
1	1847249	9902777	データ 容量 は いつ でも 変更 でき ます か	料金 プラン の 変更 は サイト から でき ます か
0	1847249	1697928	データ 容量 は いつ でも 変更 でき ます か	データリチャージ し たい
1	3296597	6015098	から へ 変更 し たい	データ プラン の 変更 は 何 日 まで に 変更 すれ ば いい です か
0	3296597	6056503	から へ 変更 し たい	情報 の 確認 方法 は
1	2637514	4530080	Ｇ から に 変更 でき ます か	タイプ の 変更 の 詳細 を 教え て ください
0	2637514	2869444	Ｇ から に 変更 でき ます か	ｊ ｇ ファイル は 使用 でき ます か
1	4917225	2295243	カード が 届い た 後 に 、 プラン 変更 は でき ます か	データ 容量 の 変更 方法 を 教え て ください
0	4917225	5165555	カード が 届い た 後 に 、 プラン 変更 は でき ます か	データ通信 容量 変更 の 際 、 日 を 超える と 、 変更 でき ない の です か
1	2001526	5832106	データ で も ベーシック プラン から プラン に 変更 でき ます か	ベーシック プラン から へ 変更 し たい
0	2001526	1512799	データ で も ベーシック プラン から プラン に 変更 でき ます か	オーナー が ベーシック プラン で も データ シェア は でき ます か
1	5832106	5929310	ベーシック プラン から へ 変更 し たい	データ プラン は 変え られ ます か
0	5832106	6744674	ベーシック プラン から へ 変更 し たい	スマホ だけ 変え たい
1	7068850	7821142	どこ から サイズ 変更 の 手続き が 出来 ます か	標準 から に 変更 し たい の です が 、 方法 が 分かり ませ ん
0	7068850	1828944	どこ から サイズ 変更 の 手続き が 出来 ます か	携帯 を 休止 し たい
1	7522985	6058384	を 再 発行 する 方法 を 教え て ください	サイズ 変更 を し たい です
0	7522985	5902722	を 再 発行 する 方法 を 教え て ください	本人 確認 を 提出 し たい が 、 が 違い ます と なっ て ログイン が でき ない
1	1198209	7068850	サイズ 変更 は 、 どこ で 申請 でき ます か	どこ から サイズ 変更 の 手続き が 出来 ます か
0	1198209	6784661	サイズ 変更 は 、 どこ で 申請 でき ます か	で 本人 確認 アップ ロード の ファイル 選択 ボタン が 押せ ませ ん
1	5329527	7799025	を 再 発行 し たい の です が どの よう な 手続き が 必要 です か	カード を 破損 し た 場合 、 再 発行 手続き は どこ で 行い ます か
0	5329527	8782448	を 再 発行 し たい の です が どの よう な 手続き が 必要 です か	アップロードボタン を 押し て も 、 アップ ロード 完了 画面 が 表示 さ れ ませ ん
1	6058384	6276563	サイズ 変更 を し たい です	どの 店舗 で サイズ の 変更 が でき ます か
0	6058384	0657167	サイズ 変更 を し たい です	スマホ を なくし た
1	3845177	7821142	端末 を 水没 さ せ て しまっ た の で の 再 発行 を し たい	標準 から に 変更 し たい の です が 、 方法 が 分かり ませ ん
0	3845177	9571528	端末 を 水没 さ せ て しまっ た の で の 再 発行 を し たい	本人 確認 の パスワード が 分から ない
1	7799025	1166035	カード を 破損 し た 場合 、 再 発行 手続き は どこ で 行い ます か	サイズ 変更 の 方法 を 教え て ください
0	7799025	9182871	カード を 破損 し た 場合 、 再 発行 手続き は どこ で 行い ます か	かけ 放題 プラン へ の 変更 の 仕方 が わから ない
1	4974731	9109620	の 再 発行 に は 何 日 かかり ます か	から に 変え たい の です が 、 方法 が 分かり ませ ん
0	4974731	9224455	の 再 発行 に は 何 日 かかり ます か	楽天 スーパー ポイント 支払い の やり方 を 教え て ください
1	3049287	8667720	サイズ 変更 は 店舗 で でき ます か	を 無くし た 場合 は 、 どこ で 再 発行 でき ます か
0	3049287	3276266	サイズ 変更 は 店舗 で でき ます か	どこ で 接続 先 が 確認 でき ます か
1	0291264	8352857	機種 変更 を し た ので 、 サイズ 変更 の 方法 を 教え て ください	を 再 発行 し たい の です が 、 方法 が 分かり ませ ん
0	0291264	3989930	機種 変更 を し た ので 、 サイズ 変更 の 方法 を 教え て ください	現在 どの 料金 プラン を 利用 中 か 調べ たい
1	3660486	9310492	サイズ 変更 の 申請 方法 を 教え て ください	の 再 発行 は 、 メンバーズステーション の どこ で 手続き でき ます か
0	3660486	0463456	サイズ 変更 の 申請 方法 を 教え て ください	今 契約 し て いる プラン から 違う プラン に 変更 し たい です
1	7702322	1873462	サイズ 変更 の しかた が 分かり ませ ん	機種 変更 を し たら 、 サイズ が 違う ので サイズ 変更 を し たい です
0	7702322	7737819	サイズ 変更 の しかた が 分かり ませ ん	メンバーズステーション で クレジットカード から デビットカード に 変更 でき ます か
1	4428257	6170942	メンバーズステーション で の 再 発行 は でき ない の です か	から に 変更 でき ます か
0	4428257	4881850	メンバーズステーション で の 再 発行 は でき ない の です か	アップ ロード の ログイン パス が 分から ない
1	1853672	3896864	を 濡らし て しまっ た の です が 、 どこ で 再 発行 でき ます か	を なくし た ので 、 また 利用 する に は どう し たら いい です か
0	1853672	6784661	を 濡らし て しまっ た の です が 、 どこ で 再 発行 でき ます か	で 本人 確認 アップ ロード の ファイル 選択 ボタン が 押せ ませ ん
1	7569906	5329527	を 再 発行 し たい	を 再 発行 し たい の です が どの よう な 手続き が 必要 です か
0	7569906	1132419	を 再 発行 し たい	楽天 マガジン の 契約 状況 を 確認 し たい
1	0883814	8978813	サイズ 変更 の 方法 が 分かり ませ ん	再 発行 の 手続き 方法 が 分かり ませ ん
0	0883814	5257335	サイズ 変更 の 方法 が 分かり ませ ん	メンバーズステーション の パスワード を 忘れ まし た
1	6618140	0692106	今日 サイズ 変更 手続き する と 、 いつ 位 に 届き ます か	から 標準 に 変更 し たい です
0	6618140	1024032	今日 サイズ 変更 手続き する と 、 いつ 位 に 届き ます か	メールアドレス の 取り直し
1	8956639	7016781	海外 で を なく しまっ た ので 、 再 発行 し たい です	から に 変更 し たい の です が 、 方法 が 分かり ませ ん
0	8956639	5738813	海外 で を なく しまっ た ので 、 再 発行 し たい です	不備 メール が 届き まし た が 、 どう すれ ば いい です か
1	8352857	6170942	を 再 発行 し たい の です が 、 方法 が 分かり ませ ん	から に 変更 でき ます か
0	8352857	3691430	を 再 発行 し たい の です が 、 方法 が 分かり ませ ん	フィルター マルチ デバイス に 申し込み たい
1	8670617	3845177	長年 利用 し た が 読み込ま なく なっ た ので 、 の 再 発行 を し たい	端末 を 水没 さ せ て しまっ た の で の 再 発行 を し たい
0	8670617	5354029	長年 利用 し た が 読み込ま なく なっ た ので 、 の 再 発行 を し たい	が ない ので 、 スマ ホ から アップ ロード し たい の です が 、 うまく でき ませ ん
1	4192984	4428257	機種 変更 を し た の です が 、 サイズ 変更 の 仕方 が 分かり ませ ん	メンバーズステーション で の 再 発行 は でき ない の です か
0	4192984	1908920	機種 変更 を し た の です が 、 サイズ 変更 の 仕方 が 分かり ませ ん	運転 免許 証 の 裏面 に 新しい 住所 の 記載 が あり ます が 、 表面 と 裏面 枚 アップ ロード でき ます か
1	6797676	7522985	長期 利用 し て いる が 読み込み 不能 に なっ た ので 、 再 発行 の 方法 を 教え て ください	を 再 発行 する 方法 を 教え て ください
0	6797676	5153466	長期 利用 し て いる が 読み込み 不能 に なっ た ので 、 再 発行 の 方法 を 教え て ください	登録 情報 の 変更 は どこ で でき ます か
1	3651930	6618140	ウェブ で の 再 発行 は 可能 です か	今日 サイズ 変更 手続き する と 、 いつ 位 に 届き ます か
0	3651930	0602112	ウェブ で の 再 発行 は 可能 です か	こちら の チャット で 、 プラン 変更 キャンセル は 可能 でしょ う か
1	5833968	9785869	カード を 紛失 し た 場合 、 再 発行 手続き は どこ で 行い ます か	サイズ 変更 が 出来る 店舗 は どこ です か
0	5833968	5175534	カード を 紛失 し た 場合 、 再 発行 手続き は どこ で 行い ます か	選択 ボタン が 反応 し ない ので 、 アップ ロード が でき ませ ん
1	7821142	8956639	標準 から に 変更 し たい の です が 、 方法 が 分かり ませ ん	海外 で を なく しまっ た ので 、 再 発行 し たい です
0	7821142	3633247	標準 から に 変更 し たい の です が 、 方法 が 分かり ませ ん	５ 分 かけ 放題 の 解約 は 楽天 でんわ マイ ページ から です か
1	9970168	1863722	を 再 発行 する 場合 の 手続き 方法 を 教え て ください	再 発行 を し て から 届く まで 何 日 かかり ます か
0	9970168	6828780	を 再 発行 する 場合 の 手続き 方法 を 教え て ください	携帯 電話 を 止め たい
1	0692106	1570712	から 標準 に 変更 し たい です	携帯 を 落とし た ので 、 の 再 発行 を し たい です
0	0692106	3344011	から 標準 に 変更 し たい です	データ が に なっ た ので リ チャージ し たい
1	1857675	5900408	を 無くし た 場合 、 メンバーズステーション で 再 発行 は 可能 です か	サイズ の 変更 手続き は どれ くらい の 時間 が かかり ます か
0	1857675	2280253	を 無くし た 場合 、 メンバーズステーション で 再 発行 は 可能 です か	本人 確認 画面 意 ログイン 出来 ない
1	6170942	1214994	から に 変更 でき ます か	店舗 で カード の サイズ 変更 は 可能 です か
0	6170942	9227777	から に 変更 でき ます か	データ 復旧 サービス ・ マカフィー ® マルチ アクセス パック の 契約 状況 を 確認 し たい
1	0577976	2774506	を 濡らし て しまっ た の で の 再 発行 を し たい	を 濡らし て しまっ た ので 、 再 発行 の 方法 を 教え て ください
0	0577976	1734840	を 濡らし て しまっ た の で の 再 発行 を し たい	情報 の 確認 は どこ で でき ます か
1	7660584	4647438	どこ から サイズ 変更 を すれ ば いい です か	ウェブ で の 再 発行 の 手続き 方法 を 教え て ください
0	7660584	9622457	どこ から サイズ 変更 を すれ ば いい です か	加入 し た オプション を 確認 し たい
1	1873462	4365332	機種 変更 を し たら 、 サイズ が 違う ので サイズ 変更 を し たい です	標準 から に 変更 し たい です
0	1873462	2080323	機種 変更 を し たら 、 サイズ が 違う ので サイズ 変更 を し たい です	会話 を 止める
1	4625751	1539464	を 破損 し た 場合 、 メンバーズステーション で 再 発行 は 可能 です か	サイズ 変更 を し たい の です が 、 どう し たら いい です か
0	4625751	7794163	を 破損 し た 場合 、 メンバーズステーション で 再 発行 は 可能 です か	スマホサポート の 契約 状況 を 確認 し たい
1	9535541	4511628	海外 で 端末 を なくし た の です が 、 の 再 発行 は 可能 です か	を 破損 し た の で の 再 発行 を し たい
0	9535541	2559969	海外 で 端末 を なくし た の です が 、 の 再 発行 は 可能 です か	が でき ない ので 、 通話 に 変更 し たい
